block,tract,town
090093513002013,09009351300,Waterbury
090093513002014,09009351300,Waterbury
090093513002015,09009351300,Waterbury
090093513002016,09009351300,Waterbury
090093513002017,09009351300,Waterbury
090093513002018,09009351300,Waterbury
090093513002019,09009351300,Waterbury
090093513002020,09009351300,Waterbury
090093513002021,09009351300,Waterbury
090093513002022,09009351300,Waterbury
090093513002023,09009351300,Waterbury
090093513002024,09009351300,Waterbury
090093513002025,09009351300,Waterbury
090093513002026,09009351300,Waterbury
090093513002027,09009351300,Waterbury
090093513002028,09009351300,Waterbury
090093513002029,09009351300,Waterbury
090093513002030,09009351300,Waterbury
090093513002031,09009351300,Waterbury
090093513003000,09009351300,Waterbury
090093513003001,09009351300,Waterbury
090093513003002,09009351300,Waterbury
090093513003003,09009351300,Waterbury
090093513003004,09009351300,Waterbury
090093513003005,09009351300,Waterbury
090093513003006,09009351300,Waterbury
090093513003007,09009351300,Waterbury
090093513003008,09009351300,Waterbury
090093513003009,09009351300,Waterbury
090093513004000,09009351300,Waterbury
090093513004001,09009351300,Waterbury
090093513004002,09009351300,Waterbury
090093513004003,09009351300,Waterbury
090093513004004,09009351300,Waterbury
090093513004005,09009351300,Waterbury
090093513004006,09009351300,Waterbury
090093513004007,09009351300,Waterbury
090093513004008,09009351300,Waterbury
090093513004009,09009351300,Waterbury
090093513004010,09009351300,Waterbury
090093513004011,09009351300,Waterbury
090093513004012,09009351300,Waterbury
090093513004013,09009351300,Waterbury
090093513004014,09009351300,Waterbury
090093513004015,09009351300,Waterbury
090093513005000,09009351300,Waterbury
090093513005001,09009351300,Waterbury
090093513005002,09009351300,Waterbury
090093513005003,09009351300,Waterbury
090093513005004,09009351300,Waterbury
090093513005005,09009351300,Waterbury
090093513005006,09009351300,Waterbury
090093513005007,09009351300,Waterbury
090093513005008,09009351300,Waterbury
090093513005009,09009351300,Waterbury
090093513005010,09009351300,Waterbury
090093513005011,09009351300,Waterbury
090093513005012,09009351300,Waterbury
090093514001000,09009351400,Waterbury
090093514001001,09009351400,Waterbury
090093514001002,09009351400,Waterbury
090093514001003,09009351400,Waterbury
090093514001004,09009351400,Waterbury
090093514001005,09009351400,Waterbury
090093514001006,09009351400,Waterbury
090093514001007,09009351400,Waterbury
090093514001008,09009351400,Waterbury
090093514001009,09009351400,Waterbury
090093514001010,09009351400,Waterbury
090093514001011,09009351400,Waterbury
090093514002000,09009351400,Waterbury
090093514002001,09009351400,Waterbury
090093514002002,09009351400,Waterbury
090093514002003,09009351400,Waterbury
090093514002004,09009351400,Waterbury
090093514002005,09009351400,Waterbury
090093514002006,09009351400,Waterbury
090093514002007,09009351400,Waterbury
090093514002008,09009351400,Waterbury
090093514002009,09009351400,Waterbury
090093514002010,09009351400,Waterbury
090093514002011,09009351400,Waterbury
090093514002012,09009351400,Waterbury
090093514002013,09009351400,Waterbury
090093514002014,09009351400,Waterbury
090093514002015,09009351400,Waterbury
090093514002016,09009351400,Waterbury
090093514002017,09009351400,Waterbury
090093514002018,09009351400,Waterbury
090093514002019,09009351400,Waterbury
090093514003000,09009351400,Waterbury
090093514003001,09009351400,Waterbury
090093514003002,09009351400,Waterbury
090093514003003,09009351400,Waterbury
090093514003004,09009351400,Waterbury
090093514003005,09009351400,Waterbury
090093514003006,09009351400,Waterbury
090093514003007,09009351400,Waterbury
090093514003008,09009351400,Waterbury
090093514003009,09009351400,Waterbury
090093514003010,09009351400,Waterbury
090093514003011,09009351400,Waterbury
090093515001000,09009351500,Waterbury
090093515001001,09009351500,Waterbury
090093515001002,09009351500,Waterbury
090093515001003,09009351500,Waterbury
090093515001004,09009351500,Waterbury
090093515001005,09009351500,Waterbury
090093515001006,09009351500,Waterbury
090093515001007,09009351500,Waterbury
090093515001008,09009351500,Waterbury
090093515001009,09009351500,Waterbury
090093515001010,09009351500,Waterbury
090093515001011,09009351500,Waterbury
090093515001012,09009351500,Waterbury
090093515001013,09009351500,Waterbury
090093515001014,09009351500,Waterbury
090093515002000,09009351500,Waterbury
090093515002001,09009351500,Waterbury
090093515002002,09009351500,Waterbury
090093515002003,09009351500,Waterbury
090093515002004,09009351500,Waterbury
090093515002005,09009351500,Waterbury
090093515002006,09009351500,Waterbury
090093515002007,09009351500,Waterbury
090093515002008,09009351500,Waterbury
090093515002009,09009351500,Waterbury
090093515002010,09009351500,Waterbury
090093515002011,09009351500,Waterbury
090093515002012,09009351500,Waterbury
090093515002013,09009351500,Waterbury
090093515002014,09009351500,Waterbury
090093515002015,09009351500,Waterbury
090093515002016,09009351500,Waterbury
090093515002017,09009351500,Waterbury
090093515002018,09009351500,Waterbury
090093515002019,09009351500,Waterbury
090093515003000,09009351500,Waterbury
090093515003001,09009351500,Waterbury
090093515003002,09009351500,Waterbury
090093515003003,09009351500,Waterbury
090093515003004,09009351500,Waterbury
090093515003005,09009351500,Waterbury
090093515003006,09009351500,Waterbury
090093515003007,09009351500,Waterbury
090093515004000,09009351500,Waterbury
090093515004001,09009351500,Waterbury
090093515004002,09009351500,Waterbury
090093515004003,09009351500,Waterbury
090093515004004,09009351500,Waterbury
090093515004005,09009351500,Waterbury
090093515004006,09009351500,Waterbury
090093515004007,09009351500,Waterbury
090093515004008,09009351500,Waterbury
090093515004009,09009351500,Waterbury
090093515004010,09009351500,Waterbury
090093515004011,09009351500,Waterbury
090093515004012,09009351500,Waterbury
090093516011000,09009351601,Waterbury
090093516011001,09009351601,Waterbury
090093516011002,09009351601,Waterbury
090093516011003,09009351601,Waterbury
090093516011004,09009351601,Waterbury
090093516011005,09009351601,Waterbury
090093516011006,09009351601,Waterbury
090093516011007,09009351601,Waterbury
090093516011008,09009351601,Waterbury
090093516011009,09009351601,Waterbury
090093516011010,09009351601,Waterbury
090093516011011,09009351601,Waterbury
090093516011012,09009351601,Waterbury
090093516011013,09009351601,Waterbury
090093516011014,09009351601,Waterbury
090093516012000,09009351601,Waterbury
090093516012001,09009351601,Waterbury
090093516012002,09009351601,Waterbury
090093516012003,09009351601,Waterbury
090093516012004,09009351601,Waterbury
090093516012005,09009351601,Waterbury
090093516012006,09009351601,Waterbury
090093516012007,09009351601,Waterbury
090093516012008,09009351601,Waterbury
090093516012009,09009351601,Waterbury
090093516012010,09009351601,Waterbury
090093516012011,09009351601,Waterbury
090093516012012,09009351601,Waterbury
090093516012013,09009351601,Waterbury
090093516012014,09009351601,Waterbury
090093516012015,09009351601,Waterbury
090093516013000,09009351601,Waterbury
090093516013001,09009351601,Waterbury
090093516013002,09009351601,Waterbury
090093516013003,09009351601,Waterbury
090093516013004,09009351601,Waterbury
090093516013005,09009351601,Waterbury
090093516013006,09009351601,Waterbury
090093516013007,09009351601,Waterbury
090093516013008,09009351601,Waterbury
090093516013009,09009351601,Waterbury
090093516013010,09009351601,Waterbury
090093516013011,09009351601,Waterbury
090093516013012,09009351601,Waterbury
090093516013013,09009351601,Waterbury
090093516014000,09009351601,Waterbury
090093516014001,09009351601,Waterbury
090093516014002,09009351601,Waterbury
090093516014003,09009351601,Waterbury
090093516014004,09009351601,Waterbury
090093516014005,09009351601,Waterbury
090093516014006,09009351601,Waterbury
090093516014007,09009351601,Waterbury
090093516014008,09009351601,Waterbury
090093516014009,09009351601,Waterbury
090093516014010,09009351601,Waterbury
090093516021000,09009351602,Waterbury
090093516021001,09009351602,Waterbury
090093516021002,09009351602,Waterbury
090093516021003,09009351602,Waterbury
090093516021004,09009351602,Waterbury
090093516021005,09009351602,Waterbury
090093516021006,09009351602,Waterbury
090093516021007,09009351602,Waterbury
090093516021008,09009351602,Waterbury
090093516021009,09009351602,Waterbury
090093516021010,09009351602,Waterbury
090093516021011,09009351602,Waterbury
090093516021012,09009351602,Waterbury
090093516021013,09009351602,Waterbury
090093516021014,09009351602,Waterbury
090093516021015,09009351602,Waterbury
090093516021016,09009351602,Waterbury
090093516021017,09009351602,Waterbury
090093516021018,09009351602,Waterbury
090093516021019,09009351602,Waterbury
090093516021020,09009351602,Waterbury
090093516021021,09009351602,Waterbury
090093516021022,09009351602,Waterbury
090093516021023,09009351602,Waterbury
090093516022000,09009351602,Waterbury
090093516022001,09009351602,Waterbury
090093516022002,09009351602,Waterbury
090093516022003,09009351602,Waterbury
090093516022004,09009351602,Waterbury
090093516022005,09009351602,Waterbury
090093516022006,09009351602,Waterbury
090093516022007,09009351602,Waterbury
090093516022008,09009351602,Waterbury
090093516022009,09009351602,Waterbury
090093516022010,09009351602,Waterbury
090093516022011,09009351602,Waterbury
090093516022012,09009351602,Waterbury
090093516022013,09009351602,Waterbury
090093516022014,09009351602,Waterbury
090093516023000,09009351602,Waterbury
090093516023001,09009351602,Waterbury
090093516023002,09009351602,Waterbury
090093516023003,09009351602,Waterbury
090093516023004,09009351602,Waterbury
090093516023005,09009351602,Waterbury
090093516023006,09009351602,Waterbury
090093516023007,09009351602,Waterbury
090093516023008,09009351602,Waterbury
090093516024000,09009351602,Waterbury
090093516024001,09009351602,Waterbury
090093516024002,09009351602,Waterbury
090093516024003,09009351602,Waterbury
090093516024004,09009351602,Waterbury
090093516024005,09009351602,Waterbury
090093516024006,09009351602,Waterbury
090093516024007,09009351602,Waterbury
090093516024008,09009351602,Waterbury
090093516024009,09009351602,Waterbury
090093516024010,09009351602,Waterbury
090093516024011,09009351602,Waterbury
090093516024012,09009351602,Waterbury
090093516024013,09009351602,Waterbury
090093516024014,09009351602,Waterbury
090093516024015,09009351602,Waterbury
090093516024016,09009351602,Waterbury
090093517001000,09009351700,Waterbury
090093517001001,09009351700,Waterbury
090093517001002,09009351700,Waterbury
090093517001003,09009351700,Waterbury
090093517001004,09009351700,Waterbury
090093517001005,09009351700,Waterbury
090093517001006,09009351700,Waterbury
090093517002000,09009351700,Waterbury
090093517002001,09009351700,Waterbury
090093517002002,09009351700,Waterbury
090093517002003,09009351700,Waterbury
090093517002004,09009351700,Waterbury
090093517002005,09009351700,Waterbury
090093517002006,09009351700,Waterbury
090093517002007,09009351700,Waterbury
090093517002008,09009351700,Waterbury
090093517002009,09009351700,Waterbury
090093517002010,09009351700,Waterbury
090093517002011,09009351700,Waterbury
090093517002012,09009351700,Waterbury
090093517002013,09009351700,Waterbury
090093517002014,09009351700,Waterbury
090093517002015,09009351700,Waterbury
090093517002016,09009351700,Waterbury
090093517002017,09009351700,Waterbury
090093517002018,09009351700,Waterbury
090093517002019,09009351700,Waterbury
090093517002020,09009351700,Waterbury
090093517002021,09009351700,Waterbury
090093517002022,09009351700,Waterbury
090093517002023,09009351700,Waterbury
090093517002024,09009351700,Waterbury
090093518001000,09009351800,Waterbury
090093518001001,09009351800,Waterbury
090093518001002,09009351800,Waterbury
090093518001003,09009351800,Waterbury
090093518001004,09009351800,Waterbury
090093518001005,09009351800,Waterbury
090093518001006,09009351800,Waterbury
090093518001007,09009351800,Waterbury
090093518001008,09009351800,Waterbury
090093518001009,09009351800,Waterbury
090093518001010,09009351800,Waterbury
090093518001011,09009351800,Waterbury
090093518001012,09009351800,Waterbury
090093518001013,09009351800,Waterbury
090093518001014,09009351800,Waterbury
090093518001015,09009351800,Waterbury
090093518001016,09009351800,Waterbury
090093518001017,09009351800,Waterbury
090093518001018,09009351800,Waterbury
090093518001019,09009351800,Waterbury
090093518001020,09009351800,Waterbury
090093518001021,09009351800,Waterbury
090093518001022,09009351800,Waterbury
090093518001023,09009351800,Waterbury
090093518001024,09009351800,Waterbury
090093518001025,09009351800,Waterbury
090093518001026,09009351800,Waterbury
090093518001027,09009351800,Waterbury
